"","area.ratio","fit","lwr","upr"
"1",0.0107616246856753,-0.693722145945187,-9.74409990761746,8.35665561572709
"2",0.00779611561958603,-0.925796920515595,-10.0077255014053,8.15613166037408
"3",0.00854793569522487,-0.866535038587538,-9.940243243881,8.20717316670593
"4",0.0200577200577201,0.0049622196295469,-8.961093156492,8.97101759575109
"5",0.0140234518932744,-0.44362600255972,-9.46195434637083,8.57470234125139
"6",0.0182608478429217,-0.126722017133183,-9.10741662349716,8.8539725892308
"7",0.0496438067017109,1.95121082991226,-6.87179676325568,10.7742184230802
"8",0.0500563430401518,1.97549899026311,-6.8466449072221,10.7976428877483
"9",0.0729378387533875,3.20773706935102,-5.60334592604976,12.0188200647518
"10",0.0356714562937444,1.08317642357215,-7.78607106467502,9.95242391181932
"11",0.078421426397484,3.47075087133596,-5.34671136600746,12.2882131086794
"12",0.0505797901711761,2.00620837975877,-6.81487791021034,10.8272946697279
"13",0.124442053244062,5.23482826758729,-3.71623742259605,14.1858939577706
"14",0.0604593248478141,2.56332969330449,-6.24537004169378,11.3720294283028
"15",0.169234678136513,6.29971930436102,-2.82791373777209,15.4273523464941
"16",0.178588503548968,6.45496258253226,-2.70737819994306,15.6173033650076
"17",0.0806241872561769,3.57303185660262,-5.24778869881022,12.3938524120155
"18",0.287860082304527,7.13751537930576,-2.26451898139054,16.5395497400021
"19",0.155887197991842,6.04067232128867,-3.03511169896647,15.1164563415438
"20",0.3382515676872,7.1271966584806,-2.29311372204503,16.5475070390062
"21",0.72544542596197,25.8838218961475,16.096804022338,35.670839769957
"22",0.624651535380507,15.0970693509035,5.402275031101,24.791863670706
"23",0.6211507531199,14.8257267844647,5.13702683570496,24.5144267332244
"24",0.879437690081519,56.2737047911866,46.509757153453,66.0376524289202
"25",1,95.2452784547534,83.6442834510994,106.846273458407
